open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1715256000000,61006.0,61115.3,60973.4,61051.0,58516,1715256299999,95.84122435,2634,30520,49.99174836,0
1715256300000,61051.0,61156.0,61051.0,61115.6,55452,1715256599999,90.73194890,2015,37295,61.02519065,0
1715256600000,61115.6,61171.6,61112.1,61165.9,78231,1715256899999,127.93683429,2028,51587,84.36647035,0
1715256900000,61165.9,61190.7,61131.8,61176.6,36682,1715257199999,59.96996452,1166,15114,24.70868707,0
1715257200000,61178.1,61237.5,61133.7,61146.0,67804,1715257499999,110.79434847,1616,29208,47.73081288,0
1715257500000,61146.1,61167.6,61143.3,61164.0,19190,1715257799999,31.37870031,718,11898,19.45639814,0
1715257800000,61164.0,61568.0,61164.0,61344.0,401178,1715258099999,653.12942896,7853,196774,320.42701366,0
1715258100000,61345.9,61405.3,61261.7,61308.3,78866,1715258399999,128.60079146,3489,44470,72.51200089,0
1715258400000,61306.0,61489.2,61285.0,61422.3,90680,1715258699999,147.67918349,2867,55364,90.17876694,0
1715258700000,61422.0,61456.0,61357.0,61408.1,72751,1715258999999,118.48711344,1988,47804,77.85808386,0
1715259000000,61408.1,61482.6,61384.1,61468.1,81466,1715259299999,132.57082900,2437,58501,95.19568531,0
1715259300000,61468.0,61517.9,61448.0,61462.6,83500,1715259599999,135.79309925,2576,37770,61.42404190,0
1715259600000,61462.7,61487.5,61347.3,61380.0,56099,1715259899999,91.33526165,1745,18451,30.03725042,0
1715259900000,61380.0,61462.8,61379.9,61412.3,49716,1715260199999,80.93146941,1461,25819,42.03339998,0
1715260200000,61412.3,61463.8,61382.9,61413.8,62891,1715260499999,102.36764436,2360,34249,55.75150933,0
1715260500000,61414.0,61425.9,61362.6,61380.1,45858,1715260799999,74.69095178,1427,17380,28.30917850,0
1715260800000,61380.1,61395.9,61287.0,61357.5,73949,1715261099999,120.57651899,1871,46014,75.02953420,0
1715261100000,61357.5,61386.1,61304.1,61308.0,36236,1715261399999,59.05726237,1337,17873,29.12755536,0
1715261400000,61311.6,61380.0,61223.2,61223.2,94058,1715261699999,153.45897124,3174,44478,72.56909539,0
1715261700000,61223.1,61267.2,61065.1,61067.5,132878,1715261999999,217.26160878,3885,43774,71.57750005,0
1715262000000,61067.1,61067.1,60852.9,60995.7,306067,1715262299999,502.00131131,6860,180328,295.79657712,0
1715262300000,60995.7,61116.6,60821.7,61071.9,164628,1715262599999,270.02131820,4810,81198,133.16425940,0
1715262600000,61071.9,61209.3,61042.1,61070.0,65733,1715262899999,107.53704047,3596,31533,51.58490304,0
1715262900000,61070.1,61146.0,61032.5,61132.8,45751,1715263199999,74.89238743,2342,26079,42.69177272,0
1715263200000,61132.9,61247.9,61074.0,61238.1,81919,1715263499999,133.90488320,3564,51107,83.53429590,0
1715263500000,61240.0,61413.4,61220.9,61297.8,139121,1715263799999,226.86950071,4105,81074,132.20120602,0
1715263800000,61297.8,61463.8,61260.3,61279.5,104163,1715264099999,169.72912906,3860,54405,88.64710225,0
1715264100000,61279.5,61292.0,61112.1,61163.3,83767,1715264399999,136.85124575,3156,30398,49.67351596,0
1715264400000,61163.2,61207.9,61070.0,61175.3,76700,1715264699999,125.44065443,3000,39343,64.34232255,0
1715264700000,61172.0,61255.8,61144.3,61183.1,64837,1715264999999,105.95495629,2690,28079,45.88949583,0
1715265000000,61183.1,61353.9,61183.1,61319.5,86071,1715265299999,140.40948573,2997,47741,77.88965378,0
1715265300000,61319.5,61450.0,61308.0,61388.0,95250,1715265599999,155.16996566,3281,59501,96.94179916,0
1715265600000,61388.0,61423.8,61287.7,61350.0,95244,1715265899999,155.25918624,2569,30478,49.67967671,0
1715265900000,61350.0,61437.9,61316.1,61411.9,78894,1715266199999,128.53801860,2385,44178,71.98651709,0
1715266200000,61411.9,61415.3,61334.1,61380.1,34098,1715266499999,55.54960203,1419,18511,30.15917366,0
1715266500000,61380.2,61523.5,61370.0,61494.2,99096,1715266799999,161.27746504,2654,67068,109.15632630,0
1715266800000,61494.2,61540.2,61417.4,61532.9,70395,1715267099999,114.45894579,2479,38595,62.75332128,0
1715267100000,61532.9,61857.1,61530.1,61852.0,243787,1715267399999,395.00810871,6214,155556,252.08197284,0
1715267400000,61852.0,61954.9,61757.5,61842.0,375998,1715267699999,607.77478189,8411,205809,332.67663401,0
1715267700000,61840.0,61840.0,61632.0,61679.9,163054,1715267999999,264.25949603,4531,85262,138.22009814,0
1715268000000,61680.3,61874.4,61680.3,61841.9,125255,1715268299999,202.79332720,4001,73501,119.00896919,0
1715268300000,61842.0,62240.5,61841.9,62164.0,525322,1715268599999,845.82356682,9521,252723,406.94940737,0
1715268600000,62164.0,62209.8,61906.1,62074.0,389657,1715268899999,627.95476485,7945,210105,338.62522325,0
1715268900000,62074.0,62083.9,61937.8,61985.6,182915,1715269199999,294.99227877,4272,67632,109.08240619,0
1715269200000,61985.9,62128.7,61985.9,62072.0,120128,1715269499999,193.51864878,3829,71464,115.14038273,0
1715269500000,62072.0,62126.0,61905.2,61940.7,102299,1715269799999,164.95338968,3721,43621,70.34233918,0
1715269800000,61940.7,62044.0,61916.2,62004.1,154069,1715270099999,248.56537293,3641,94175,151.95136337,0
1715270100000,62004.1,62164.0,61962.4,62118.0,111942,1715270399999,180.27475784,2692,71739,115.53413245,0
1715270400000,62118.0,62219.0,62062.0,62196.6,385367,1715270699999,620.04193671,5042,286980,461.75700756,0
1715270700000,62199.9,62420.1,62199.9,62357.5,262326,1715270999999,420.84874906,6469,145383,233.28921305,0
1715271000000,62357.5,62470.5,62353.5,62414.7,180119,1715271299999,288.60347867,5064,101143,162.05275809,0
1715271300000,62414.0,62508.4,62372.0,62384.2,293722,1715271599999,470.38407506,6322,157248,251.81889739,0
1715271600000,62384.2,62627.8,62384.2,62624.6,207945,1715271899999,332.46916326,6209,139072,222.36885517,0
1715271900000,62624.6,62643.2,62462.1,62478.1,175869,1715272199999,281.17515387,5133,74731,119.47039723,0
1715272200000,62478.1,62503.5,62315.5,62356.1,185338,1715272499999,296.97501224,4800,61330,98.30777495,0
1715272500000,62356.1,62456.0,62326.0,62360.4,69277,1715272799999,111.02891960,2529,34104,54.66406767,0
1715272800000,62361.3,62435.9,62226.8,62270.0,256675,1715273099999,411.87221101,3979,53960,86.56807448,0
1715273100000,62270.0,62295.0,62033.3,62129.1,1030172,1715273399999,1657.37334807,14398,244170,392.87542012,0
1715273400000,62129.0,62183.7,61954.1,61981.5,266172,1715273699999,428.81423249,5042,104488,168.34105895,0
1715273700000,61981.5,61991.2,61757.6,61807.5,354133,1715273999999,572.17942633,6386,168036,271.51917178,0
1715274000000,61807.4,61893.7,61680.6,61888.9,342023,1715274299999,553.42033853,5670,208888,337.97430835,0
1715274300000,61888.9,61945.9,61775.0,61912.1,140495,1715274599999,226.97264323,3239,87694,141.67074438,0
1715274600000,61912.0,61976.2,61864.1,61889.9,69562,1715274899999,112.33386546,2122,34293,55.38094836,0
1715274900000,61889.9,61908.0,61744.0,61774.0,92694,1715275199999,149.97969376,2906,42891,69.39525814,0
1715275200000,61774.0,61903.3,61738.9,61851.9,120663,1715275499999,195.17122235,3095,82723,133.82596554,0
1715275500000,61851.9,61954.0,61851.9,61929.0,48973,1715275799999,79.09386798,1668,25515,41.21208296,0
1715275800000,61929.0,62062.4,61877.9,61988.0,138079,1715276099999,222.75757894,2941,81714,131.80483656,0
1715276100000,61988.0,62023.9,61951.7,61957.3,51029,1715276399999,82.31501814,1370,22726,36.65720948,0
1715276400000,61957.4,62038.4,61957.4,62038.3,36780,1715276699999,59.32462764,1535,23774,38.34812106,0
1715276700000,62038.3,62135.4,62038.3,62077.9,61659,1715276999999,99.30210934,2562,35184,56.66883254,0
1715277000000,62077.9,62153.7,62059.1,62059.1,35554,1715277299999,57.24041323,1643,14052,22.62270566,0
1715277300000,62058.8,62083.8,61880.0,61884.1,190311,1715277599999,307.28350744,3713,92432,149.27884966,0
1715277600000,61884.1,61950.0,61818.0,61948.0,70400,1715277899999,113.78825423,2954,27904,45.09472574,0
1715277900000,61948.1,62015.7,61948.0,61957.9,35789,1715278199999,57.73972626,1382,18198,29.36042456,0
1715278200000,61957.9,62094.0,61944.6,62088.0,36605,1715278499999,58.99269415,1566,21431,34.54390502,0
1715278500000,62088.0,62135.4,62062.0,62062.0,36831,1715278799999,59.30610662,1491,18150,29.22794035,0
1715278800000,62062.1,62125.1,62022.7,62062.0,42483,1715279099999,68.42926109,1791,19828,31.94146879,0
1715279100000,62062.0,62148.8,62057.2,62057.2,26536,1715279399999,42.72315020,1239,9407,15.14902474,0
1715279400000,62057.2,62133.0,61971.2,61980.7,41812,1715279699999,67.37892154,1465,20242,32.61904369,0
1715279700000,61980.7,62041.5,61952.5,61980.3,55945,1715279999999,90.21485430,1510,23703,38.22342276,0
1715280000000,61980.2,62050.9,61941.4,62040.1,38591,1715280299999,62.23701864,1288,24771,39.95597339,0
1715280300000,62040.0,62125.0,62001.8,62125.0,34041,1715280599999,54.85754775,1666,19125,30.82027441,0
1715280600000,62125.0,62210.3,62125.0,62142.5,39707,1715280899999,63.87370187,1336,19445,31.27888949,0
1715280900000,62142.5,62212.0,62142.5,62210.0,26357,1715281199999,42.38746063,1041,15961,25.67104844,0
1715281200000,62210.0,62299.9,62188.0,62280.0,46987,1715281499999,75.50086944,1566,26154,42.02816674,0
1715281500000,62280.0,62360.0,62170.1,62171.9,84958,1715281799999,136.40936671,2888,47439,76.16320204,0
1715281800000,62171.9,62189.1,62150.0,62157.7,43973,1715282099999,70.73204206,1339,22182,35.68213431,0
1715282100000,62157.7,62244.5,62130.1,62240.0,50233,1715282399999,80.77388619,2150,29782,47.88899328,0
1715282400000,62240.0,62249.7,62182.1,62242.0,32682,1715282699999,52.52538972,1386,9568,15.37936319,0
1715282700000,62242.0,62270.7,62172.1,62270.7,38120,1715282999999,61.27144584,1270,18212,29.27450537,0
1715283000000,62270.7,62400.0,62242.1,62301.2,80179,1715283299999,128.66160085,2101,38642,62.00329885,0
1715283300000,62300.1,62316.4,62250.0,62302.2,23567,1715283599999,37.83642930,987,8580,13.77577818,0
1715283600000,62302.2,62332.0,62247.6,62321.9,38929,1715283899999,62.48049283,1509,13795,22.14393176,0
1715283900000,62321.9,62327.5,62244.0,62294.9,49591,1715284199999,79.63230000,1860,24351,39.10541435,0
1715284200000,62294.9,62523.0,62243.1,62404.3,136005,1715284499999,217.87604437,4249,77344,123.90077647,0
1715284500000,62404.3,62446.5,62368.7,62416.9,69054,1715284799999,110.65501922,2223,31008,49.68765396,0
1715284800000,62416.9,62438.2,62352.1,62416.1,42493,1715285099999,68.09791796,2058,21219,34.00645155,0
1715285100000,62416.1,62552.0,62402.1,62528.0,84629,1715285399999,135.45403583,3019,47436,75.92784777,0
1715285400000,62528.0,62596.3,62494.0,62504.1,60458,1715285699999,96.66308750,2217,24579,39.29958677,0
1715285700000,62504.1,62504.1,62337.2,62337.2,59761,1715285999999,95.72179418,2319,21320,34.15745989,0
1715286000000,62337.2,62429.7,62337.2,62392.0,38043,1715286299999,60.97300308,1807,16742,26.83971796,0
1715286300000,62392.0,62429.9,62361.5,62380.1,35693,1715286599999,57.19956511,1475,14404,23.08546021,0
1715286600000,62380.1,62398.6,62305.9,62394.0,34474,1715286899999,55.28999921,1830,15550,24.94227497,0
1715286900000,62394.0,62509.1,62384.0,62464.5,40111,1715287199999,64.23938710,1693,20029,32.07814322,0
1715287200000,62464.0,62473.4,62431.5,62473.4,34631,1715287499999,55.45007497,1168,15921,25.49335044,0
1715287500000,62473.4,62539.7,62417.2,62506.0,46762,1715287799999,74.84454451,1634,19923,31.88846319,0
1715287800000,62506.0,62547.4,62492.1,62531.8,32280,1715288099999,51.63026879,1455,12606,20.16302685,0
1715288100000,62531.9,62613.9,62531.8,62584.0,70546,1715288399999,112.72265009,2103,34491,55.11219683,0
1715288400000,62584.0,62696.0,62572.2,62676.4,101074,1715288699999,161.33165356,3237,68544,109.41824793,0
1715288700000,62676.5,62782.0,62648.0,62768.0,125232,1715288999999,199.64302661,3717,65406,104.26957087,0
1715289000000,62768.0,62772.0,62640.0,62640.0,53491,1715289299999,85.28620868,2284,16465,26.25535140,0
1715289300000,62639.3,62639.3,62527.2,62564.1,45695,1715289599999,73.02978102,2323,19888,31.78821149,0
1715289600000,62564.1,62564.1,62441.1,62524.8,55589,1715289899999,88.94791771,1986,25340,40.55249801,0
1715289900000,62524.8,62558.2,62506.1,62510.0,29907,1715290199999,47.82642935,1083,16684,26.68203478,0
1715290200000,62510.0,62593.9,62460.0,62478.6,32707,1715290499999,52.31707792,1436,14765,23.61641844,0
1715290500000,62478.6,62545.7,62414.6,62414.6,26184,1715290799999,41.90482029,1204,8610,13.77882428,0
1715290800000,62414.5,62507.3,62395.4,62453.8,33578,1715291099999,53.77995160,1468,22619,36.23163126,0
1715291100000,62453.8,62488.6,62453.7,62488.6,10055,1715291399999,16.09487370,659,3651,5.84426319,0
1715291400000,62488.6,62567.9,62388.1,62552.1,36949,1715291699999,59.16422268,1993,20975,33.58453879,0
1715291700000,62552.1,62552.1,62497.4,62500.8,19093,1715291999999,30.54072241,1333,5241,8.38458495,0
1715292000000,62500.9,62547.7,62454.0,62496.3,50461,1715292299999,80.72803083,2552,23609,37.77503182,0
1715292300000,62496.3,62593.0,62492.3,62554.0,59796,1715292599999,95.63856899,2495,32920,52.65528537,0
1715292600000,62554.0,62624.0,62542.0,62583.6,59946,1715292899999,95.78636428,2017,18141,28.99170220,0
1715292900000,62583.6,62600.0,62538.7,62582.3,126120,1715293199999,201.50675228,2757,69007,110.25549439,0
1715293200000,62582.3,62600.0,62582.3,62600.0,152188,1715293499999,243.11774370,2602,133523,213.29977136,0
1715293500000,62599.9,62705.7,62599.9,62705.7,246719,1715293799999,393.92003359,3881,199550,318.66996078,0
1715293800000,62705.6,62723.6,62618.0,62698.0,84346,1715294099999,134.60890424,2557,34434,54.96051643,0
1715294100000,62698.0,62904.0,62698.0,62827.6,171989,1715294399999,273.78698661,4845,97114,154.63333784,0
1715294400000,62827.7,62977.8,62802.0,62952.0,237769,1715294699999,377.94296188,4821,152353,242.17980048,0
1715294700000,62952.0,63276.7,62900.0,63160.2,381126,1715294999999,604.14200675,8447,228916,362.92783326,0
1715295000000,63160.2,63386.6,63134.0,63323.6,451574,1715295299999,714.15904412,6364,315167,498.59900610,0
1715295300000,63323.7,63351.5,63200.8,63245.7,146431,1715295599999,231.47147793,3336,53871,85.16014304,0
1715295600000,63245.8,63300.0,63166.6,63180.0,119415,1715295899999,188.86947183,3226,63465,100.38747003,0
1715295900000,63179.9,63211.9,63083.0,63092.0,154745,1715296199999,245.05854238,3632,50460,79.89755899,0
1715296200000,63092.1,63104.3,62971.6,63060.7,115359,1715296499999,182.98914043,2897,54597,86.61299333,0
1715296500000,63060.7,63060.7,62833.3,62938.7,317963,1715296799999,505.33875105,4631,88062,139.95154219,0
1715296800000,62938.6,62938.7,62838.3,62864.5,66838,1715297099999,106.28591327,2027,27998,44.52721337,0
1715297100000,62864.5,62943.6,62860.0,62896.0,61897,1715297399999,98.39849492,1586,30603,48.65356839,0
1715297400000,62896.0,62933.6,62862.1,62921.1,38408,1715297699999,61.05397473,1537,19753,31.40119120,0
1715297700000,62921.1,62921.2,62816.7,62855.9,50874,1715297999999,80.93968874,1850,20385,32.43879621,0
1715298000000,62855.9,62861.5,62826.1,62853.8,15748,1715298299999,25.05676636,931,5779,9.19569621,0
1715298300000,62853.9,63037.6,62853.9,63026.0,118322,1715298599999,187.97299235,2881,79632,126.50821690,0
1715298600000,63026.0,63130.0,63020.2,63061.2,71007,1715298899999,112.59000289,2513,36380,57.69394791,0
1715298900000,63061.2,63081.3,62990.9,63034.2,47884,1715299199999,75.96577691,1952,19335,30.67692761,0
